EC:1.1.1.1	Alcohol dehydrogenase
EC:2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
EC:2.4.1.326	Aklavinone 7-L-rhodosaminyltransferase
EC:2.4.1.327	Aclacinomycin-T 2-deoxy-L-fucose transferase
EC:2.4.1.328	Erythronolide mycarosyltransferase
EC:2.4.1.331	8-demethyltetracenomycin C L-rhamnosyltransferase
EC:2.4.1.34	1,3-beta-glucan synthase
EC:2.4.1.37	Fucosylgalactoside 3-alpha-galactosyltransferase
EC:2.4.1.38	Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase
EC:2.4.1.4	Amylosucrase
EC:2.4.1.40	Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase
EC:2.4.1.41	Polypeptide N-acetylgalactosaminyltransferase
EC:2.4.1.43	Polygalacturonate 4-alpha-galacturonosyltransferase
EC:2.4.1.44	Lipopolysaccharide 3-alpha-galactosyltransferase
EC:2.4.1.46	Monogalactosyldiacylglycerol synthase
EC:2.4.1.5	Dextransucrase
EC:2.4.1.50	Procollagen galactosyltransferase
EC:2.4.1.52	Poly(glycerol-phosphate) alpha-glucosyltransferase
EC:2.4.1.56	Lipopolysaccharide N-acetylglucosaminyltransferase
EC:2.4.1.57	Phosphatidylinositol alpha-mannosyltransferase
EC:2.4.1.58	Lipopolysaccharide glucosyltransferase I
EC:2.4.1.60	Abequosyltransferase
EC:2.4.1.64	Alpha,alpha-trehalose phosphorylase
EC:2.4.1.66	Procollagen glucosyltransferase
EC:2.4.1.67	Galactinol--raffinose galactosyltransferase
EC:2.4.1.68	Glycoprotein 6-alpha-L-fucosyltransferase
EC:2.4.1.7	Sucrose phosphorylase
EC:2.4.1.8	Maltose phosphorylase
EC:2.4.1.80	Ceramide glucosyltransferase
EC:2.4.1.82	Galactinol--sucrose galactosyltransferase
EC:2.4.1.83	Dolichyl-phosphate beta-D-mannosyltransferase
EC:2.4.1.87	N-acetyllactosaminide 3-alpha-galactosyltransferase
EC:2.4.1.90	N-acetyllactosamine synthase
EC:2.4.2.1	Purine-nucleoside phosphorylase
EC:2.4.2.10	Orotate phosphoribosyltransferase
EC:2.4.2.12	Nicotinamide phosphoribosyltransferase
EC:2.4.2.14	Amidophosphoribosyltransferase
EC:2.4.2.17	ATP phosphoribosyltransferase
EC:2.4.2.18	Anthranilate phosphoribosyltransferase
EC:2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)
EC:2.4.2.2	Pyrimidine-nucleoside phosphorylase
EC:2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EC:2.4.2.22	Xanthine phosphoribosyltransferase
EC:2.4.2.24	1,4-beta-D-xylan synthase
EC:2.4.2.26	Protein xylosyltransferase
EC:2.4.2.27	dihydrostreptosyltransferase
EC:2.4.2.28	S-methyl-5'-thioadenosine phosphorylase
EC:2.4.2.29	tRNA-guanine(34) transglycosylase
EC:2.4.2.3	Uridine phosphorylase
EC:2.4.2.30	NAD(+) ADP-ribosyltransferase
EC:2.4.2.31	NAD(+)--protein-arginine ADP-ribosyltransferase
EC:2.4.2.36	NAD(+)--diphthamide ADP-ribosyltransferase
EC:2.4.2.37	NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase
EC:2.4.2.38	Glycoprotein 2-beta-D-xylosyltransferase
EC:2.4.2.39	Xyloglucan 6-xylosyltransferase
EC:2.4.2.4	Thymidine phosphorylase
EC:2.4.2.41	Xylogalacturonan beta-1,3-xylosyltransferase
EC:2.4.2.43	Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase
EC:2.4.2.44	S-methyl-5'-thioinosine phosphorylase
EC:2.4.2.45	Decaprenyl-phosphate phosphoribosyltransferase
EC:2.4.2.46	Galactan 5-O-arabinofuranosyltransferase
EC:2.4.2.47	Arabinofuranan 3-O-arabinosyltransferase
EC:2.4.2.48	tRNA-guanine(15) transglycosylase
EC:2.4.2.49	Neamine phosphoribosyltransferase
EC:2.4.2.51	Anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase
EC:2.4.2.52	Triphosphoribosyl-dephospho-CoA synthase
EC:2.4.2.53	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EC:2.4.2.54	Beta-ribofuranosylhydroxybenzene 5'-phosphate synthase
EC:2.4.2.57	AMP phosphorylase
EC:2.4.2.6	Nucleoside deoxyribosyltransferase
EC:2.4.2.7	Adenine phosphoribosyltransferase
EC:2.4.2.8	Hypoxanthine phosphoribosyltransferase
EC:2.4.2.9	Uracil phosphoribosyltransferase
EC:2.4.99.1	Beta-galactoside alpha-2,6-sialyltransferase
EC:2.4.99.12	Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.13	(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.14	(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.15	(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase
EC:2.4.99.16	Starch synthase (maltosyl-transferring)
EC:2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EC:2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycotransferase
EC:2.4.99.19	Undecaprenyl-diphosphooligosaccharide--protein glycotransferase
EC:2.4.99.4	Beta-galactoside alpha-2,3-sialyltransferase
EC:2.5.1.1	Dimethylallyltranstransferase
EC:2.5.1.10	(2E,6E)-farnesyl diphosphate synthase
EC:2.5.1.101	N,N'-diacetyllegionaminate synthase
EC:2.5.1.105	5'-phosphate synthase
EC:2.5.1.108	2-(3-amino-3-carboxypropyl)histidine synthase
EC:2.5.1.111	4-hydroxyphenylpyruvate 3-dimethylallyltransferase
EC:2.5.1.114	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
EC:2.5.1.115	Homogentisate phytyltransferase
EC:2.5.1.116	Homogentisate geranylgeranyltransferase
EC:2.5.1.117	Homogentisate solanesyltransferase
EC:2.5.1.120	Aminodeoxyfutalosine synthase
EC:2.5.1.15	Dihydropteroate synthase
EC:2.5.1.16	Spermidine synthase
EC:2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase
EC:2.5.1.18	Glutathione transferase
EC:2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase
EC:2.5.1.2	Thiamine pyridinylase
EC:2.5.1.21	Squalene synthase
EC:2.5.1.22	Spermine synthase
EC:2.5.1.26	Alkylglycerone-phosphate synthase
EC:2.5.1.29	Geranylgeranyl diphosphate synthase
EC:2.5.1.3	Thiamine-phosphate diphosphorylase
EC:2.5.1.30	Heptaprenyl diphosphate synthase
EC:2.5.1.31	diphosphate specific)
EC:2.5.1.32	15-cis-phytoene synthase
EC:2.5.1.38	Isonocardicin synthase
EC:2.5.1.39	4-hydroxybenzoate polyprenyltransferase
EC:2.5.1.41	Phosphoglycerol geranylgeranyltransferase
EC:2.5.1.42	Geranylgeranylglycerol-phosphate geranylgeranyltransferase
EC:2.5.1.43	Nicotianamine synthase
EC:2.5.1.44	Homospermidine synthase
EC:2.5.1.46	Deoxyhypusine synthase
EC:2.5.1.47	Cysteine synthase
EC:2.5.1.48	Cystathionine gamma-synthase
EC:2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase
EC:2.5.1.54	3-deoxy-7-phosphoheptulonate synthase
EC:2.5.1.55	3-deoxy-8-phosphooctulonate synthase
EC:2.5.1.56	N-acetylneuraminate synthase
EC:2.5.1.57	N-acylneuraminate-9-phosphate synthase
EC:2.5.1.58	Protein farnesyltransferase
EC:2.5.1.59	Protein geranylgeranyltransferase type I
EC:2.5.1.6	Methionine adenosyltransferase
EC:2.5.1.60	Protein geranylgeranyltransferase type II
EC:2.5.1.61	Hydroxymethylbilane synthase
EC:2.5.1.62	Chlorophyll synthase
EC:2.5.1.65	O-phosphoserine sulfhydrylase
EC:2.5.1.66	N(2)-(2-carboxyethyl)arginine synthase
EC:2.5.1.68	(2Z,6E)-farnesyl diphosphate synthase
EC:2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EC:2.5.1.72	Quinolinate synthase
EC:2.5.1.73	O-phospho-L-seryl-tRNA:Cys-tRNA synthase
EC:2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase
EC:2.5.1.75	tRNA dimethylallyltransferase
EC:2.5.1.76	Cysteate synthase
EC:2.5.1.77	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
EC:2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
EC:2.5.1.79	Thermospermine synthase
EC:2.5.1.82	Hexaprenyl diphosphate synthase (geranylgeranyl-diphosphate specific)
EC:2.5.1.83	Hexaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EC:2.5.1.84	All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
EC:2.5.1.85	specific)
EC:2.5.1.86	Trans,polycis-decaprenyl diphosphate synthase
EC:2.5.1.87	diphosphate specific)
EC:2.5.1.89	diphosphate specific)
EC:2.5.1.9	Riboflavin synthase
EC:2.5.1.90	All-trans-octaprenyl-diphosphate synthase
EC:2.5.1.91	All-trans-decaprenyl-diphosphate synthase
EC:2.5.1.96	4,4'-diapophytoene synthase
EC:2.5.1.97	Pseudaminic acid synthase
EC:2.6.1.1	Aspartate transaminase
EC:2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
EC:2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
EC:2.6.1.102	GDP-perosamine synthase
EC:2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase
EC:2.6.1.104	3-dehydro-glucose-6-phosphate--glutamate transaminase
EC:2.6.1.105	Lysine--8-amino-7-oxononanoate transaminase
EC:2.6.1.106	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
EC:2.6.1.109	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
EC:2.6.1.11	Acetylornithine transaminase
EC:2.6.1.13	Ornithine aminotransferase
EC:2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)
EC:2.6.1.17	Succinyldiaminopimelate transaminase
EC:2.6.1.18	Beta-alanine--pyruvate transaminase
EC:2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase
EC:2.6.1.2	Alanine transaminase
EC:2.6.1.21	D-amino-acid transaminase
EC:2.6.1.22	(S)-3-amino-2-methylpropionate transaminase
EC:2.6.1.30	Pyridoxamine--pyruvate transaminase
EC:2.6.1.33	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
EC:2.6.1.34	UDP-N-acetylbacillosamine transaminase
EC:2.6.1.36	L-lysine 6-transaminase
EC:2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase
EC:2.6.1.39	2-aminoadipate transaminase
EC:2.6.1.4	Glycine transaminase
EC:2.6.1.40	(R)-3-amino-2-methylpropionate--pyruvate transaminase
EC:2.6.1.42	Branched-chain-amino-acid transaminase
EC:2.6.1.44	Alanine--glyoxylate transaminase
EC:2.6.1.45	Serine--glyoxylate transaminase
EC:2.6.1.46	Diaminobutyrate--pyruvate transaminase
EC:2.6.1.48	5-aminovalerate transaminase
EC:2.6.1.5	Tyrosine transaminase
EC:2.6.1.50	Glutamine--scyllo-inositol transaminase
EC:2.6.1.51	Serine--pyruvate transaminase
EC:2.6.1.52	Phosphoserine transaminase
EC:2.6.1.55	Taurine--2-oxoglutarate transaminase
EC:2.6.1.57	Aromatic-amino-acid transaminase
EC:2.6.1.59	dTDP-4-amino-4,6-dideoxygalactose transaminase
EC:2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase
EC:2.6.1.64	Glutamine--phenylpyruvate transaminase
EC:2.6.1.66	Valine--pyruvate transaminase
EC:2.6.1.7	Kynurenine--oxoglutarate transaminase
EC:2.6.1.76	Diaminobutyrate--2-oxoglutarate transaminase
EC:2.6.1.77	Taurine--pyruvate aminotransferase
EC:2.6.1.78	Aspartate--prephenate aminotransferase
EC:2.6.1.79	Glutamate--prephenate aminotransferase
EC:2.6.1.81	Succinylornithine transaminase
EC:2.6.1.82	Putrescine aminotransferase
EC:2.6.1.83	LL-diaminopimelate aminotransferase
EC:2.6.1.84	Arginine--pyruvate transaminase
EC:2.6.1.85	Aminodeoxychorismate synthase
EC:2.6.1.86	2-amino-4-deoxychorismate synthase
EC:2.6.1.87	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
EC:2.6.1.9	Histidinol-phosphate transaminase
EC:2.6.1.92	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
EC:2.6.1.93	Neamine transaminase
EC:2.6.1.94	2'-deamino-2'-hydroxyneamine transaminase
EC:2.6.1.95	Neomycin C transaminase
EC:2.6.1.96	4-aminobutyrate--pyruvate transaminase
EC:2.6.1.97	Archaeosine synthase
EC:2.6.1.98	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
EC:2.6.1.99	L-tryptophan--pyruvate aminotransferase
EC:2.6.99.2	Pyridoxine 5'-phosphate synthase
EC:2.6.99.3	O-ureido-L-serine synthase
EC:2.7.1.1	Hexokinase
EC:2.7.1.100	S-methyl-5-thioribose kinase
EC:2.7.1.105	6-phosphofructo-2-kinase
EC:2.7.1.107	Diacylglycerol kinase (ATP)
EC:2.7.1.108	Dolichol kinase
EC:2.7.1.11	6-phosphofructokinase
EC:2.7.1.113	Deoxyguanosine kinase
EC:2.7.1.119	Hygromycin-B 7''-O-kinase
EC:2.7.1.12	Gluconokinase
EC:2.7.1.127	Inositol-trisphosphate 3-kinase
EC:2.7.1.13	Dehydrogluconokinase
EC:2.7.1.130	Tetraacyldisaccharide 4'-kinase
EC:2.7.1.134	Inositol-tetrakisphosphate 1-kinase
EC:2.7.1.137	Phosphatidylinositol 3-kinase
EC:2.7.1.138	Ceramide kinase
EC:2.7.1.14	Sedoheptulokinase
EC:2.7.1.140	Inositol-tetrakisphosphate 5-kinase
EC:2.7.1.144	Tagatose-6-phosphate kinase
EC:2.7.1.145	Deoxynucleoside kinase
EC:2.7.1.146	ADP-specific phosphofructokinase
EC:2.7.1.147	ADP-specific glucokinase
EC:2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
EC:2.7.1.149	1-phosphatidylinositol-5-phosphate 4-kinase
EC:2.7.1.15	Ribokinase
EC:2.7.1.150	1-phosphatidylinositol-3-phosphate 5-kinase
EC:2.7.1.151	Inositol-polyphosphate multikinase
EC:2.7.1.153	Phosphatidylinositol-4,5-bisphosphate 3-kinase
EC:2.7.1.154	Phosphatidylinositol-4-phosphate 3-kinase
EC:2.7.1.156	Adenosylcobinamide kinase
EC:2.7.1.157	N-acetylgalactosamine kinase
EC:2.7.1.158	Inositol-pentakisphosphate 2-kinase
EC:2.7.1.159	Inositol-1,3,4-trisphosphate 5/6-kinase
EC:2.7.1.16	Ribulokinase
EC:2.7.1.160	2'-phosphotransferase
EC:2.7.1.161	CTP-dependent riboflavin kinase
EC:2.7.1.162	N-acetylhexosamine 1-kinase
EC:2.7.1.163	Hygromycin B 4-O-kinase
EC:2.7.1.164	O-phosphoseryl-tRNA(Sec) kinase
EC:2.7.1.165	Glycerate 2-kinase
EC:2.7.1.166	3-deoxy-D-manno-octulosonic acid kinase
EC:2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase
EC:2.7.1.168	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
EC:2.7.1.169	Pantoate kinase
EC:2.7.1.17	Xylulokinase
EC:2.7.1.170	Anhydro-N-acetylmuramic acid kinase
EC:2.7.1.172	Protein-ribulosamine 3-kinase
EC:2.7.1.173	Nicotinate riboside kinase
EC:2.7.1.174	Diacylglycerol kinase (CTP)
EC:2.7.1.175	Maltokinase
EC:2.7.1.176	UDP-N-acetylglucosamine kinase
EC:2.7.1.177	L-threonine kinase
EC:2.7.1.178	2-dehydro-3-deoxyglucono/galactono-kinase
EC:2.7.1.179	Kanosamine kinase
EC:2.7.1.181	Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase
EC:2.7.1.182	Phytol kinase
EC:2.7.1.184	Sulfofructose kinase
EC:2.7.1.185	Mevalonate 3-kinase
EC:2.7.1.186	Mevalonate-3-phosphate 5-kinase
EC:2.7.1.19	Phosphoribulokinase
EC:2.7.1.2	Glucokinase
EC:2.7.1.20	Adenosine kinase
EC:2.7.1.21	Thymidine kinase
EC:2.7.1.22	Ribosylnicotinamide kinase
EC:2.7.1.23	NAD(+) kinase
EC:2.7.1.24	Dephospho-CoA kinase
EC:2.7.1.25	Adenylyl-sulfate kinase
EC:2.7.1.26	Riboflavin kinase
EC:2.7.1.27	Erythritol kinase
EC:2.7.1.29	Glycerone kinase
EC:2.7.1.3	Ketohexokinase
EC:2.7.1.30	Glycerol kinase
EC:2.7.1.31	Glycerate 3-kinase
EC:2.7.1.32	Choline kinase
EC:2.7.1.33	Pantothenate kinase
EC:2.7.1.35	Pyridoxal kinase
EC:2.7.1.36	Mevalonate kinase
EC:2.7.1.37	2.7.11.30 and 2.7.12.1
EC:2.7.1.39	Homoserine kinase
EC:2.7.1.4	Fructokinase
EC:2.7.1.40	Pyruvate kinase
EC:2.7.1.41	Glucose-1-phosphate phosphodismutase
EC:2.7.1.43	Glucuronokinase
EC:2.7.1.44	Galacturonokinase
EC:2.7.1.45	2-dehydro-3-deoxygluconokinase
EC:2.7.1.46	L-arabinokinase
EC:2.7.1.47	D-ribulokinase
EC:2.7.1.48	Uridine kinase
EC:2.7.1.49	Hydroxymethylpyrimidine kinase
EC:2.7.1.5	Rhamnulokinase
EC:2.7.1.50	Hydroxyethylthiazole kinase
EC:2.7.1.51	L-fuculokinase
EC:2.7.1.52	Fucokinase
EC:2.7.1.53	L-xylulokinase
EC:2.7.1.55	Allose kinase
EC:2.7.1.56	1-phosphofructokinase
EC:2.7.1.58	2-dehydro-3-deoxygalactonokinase
EC:2.7.1.59	N-acetylglucosamine kinase
EC:2.7.1.6	Galactokinase
EC:2.7.1.60	N-acylmannosamine kinase
EC:2.7.1.63	Polyphosphate--glucose phosphotransferase
EC:2.7.1.64	Inositol 3-kinase
EC:2.7.1.65	Scyllo-inosamine 4-kinase
EC:2.7.1.66	Undecaprenol kinase
EC:2.7.1.67	1-phosphatidylinositol 4-kinase
EC:2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase
EC:2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase
EC:2.7.1.71	Shikimate kinase
EC:2.7.1.72	Streptomycin 6-kinase
EC:2.7.1.73	Inosine kinase
EC:2.7.1.74	Deoxycytidine kinase
EC:2.7.1.76	Deoxyadenosine kinase
EC:2.7.1.78	Polynucleotide 5'-hydroxyl-kinase
EC:2.7.1.8	Glucosamine kinase
EC:2.7.1.81	Hydroxylysine kinase
EC:2.7.1.82	Ethanolamine kinase
EC:2.7.1.83	Pseudouridine kinase
EC:2.7.1.85	Beta-glucoside kinase
EC:2.7.1.87	Streptomycin 3''-kinase
EC:2.7.1.89	Thiamine kinase
EC:2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase
EC:2.7.1.91	Sphinganine kinase
EC:2.7.1.92	5-dehydro-2-deoxygluconokinase
EC:2.7.1.94	Acylglycerol kinase
EC:2.7.1.95	Kanamycin kinase
EC:2.7.10.1	Receptor protein-tyrosine kinase
EC:2.7.10.2	Non-specific protein-tyrosine kinase
EC:2.7.11.1	Non-specific serine/threonine protein kinase
EC:2.7.11.10	I-kappa-B kinase
EC:2.7.11.11	cAMP-dependent protein kinase
EC:2.7.11.12	cGMP-dependent protein kinase
EC:2.7.11.13	Protein kinase C
EC:2.7.11.15	[Beta-adrenergic-receptor] kinase
EC:2.7.11.16	[G-protein-coupled receptor] kinase
EC:2.7.11.17	Calcium/calmodulin-dependent protein kinase
EC:2.7.11.18	[Myosin light-chain] kinase
EC:2.7.11.19	Phosphorylase kinase
EC:2.7.11.2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase
EC:2.7.11.20	[Elongation factor 2] kinase
EC:2.7.11.21	Polo kinase
EC:2.7.11.22	Cyclin-dependent kinase
EC:2.7.11.23	[RNA-polymerase]-subunit kinase
EC:2.7.11.24	Mitogen-activated protein kinase
EC:2.7.11.25	Mitogen-activated protein kinase kinase kinase
EC:2.7.11.26	[Tau protein] kinase
EC:2.7.11.30	Receptor protein serine/threonine kinase
EC:2.7.11.4	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase
EC:2.7.11.5	[Isocitrate dehydrogenase (NADP(+))] kinase
EC:2.7.12.1	Dual-specificity kinase
EC:2.7.12.2	Mitogen-activated protein kinase kinase
EC:2.7.13.1	Protein-histidine pros-kinase
EC:2.7.13.3	Histidine kinase
EC:2.7.14.1	Protein arginine kinase
EC:2.7.2.1	Acetate kinase
EC:2.7.2.11	Glutamate 5-kinase
EC:2.7.2.15	Propionate kinase
EC:2.7.2.2	Carbamate kinase
EC:2.7.2.3	Phosphoglycerate kinase
EC:2.7.2.4	Aspartate kinase
EC:2.7.2.7	Butyrate kinase
EC:2.7.2.8	Acetylglutamate kinase
EC:2.7.3.2	Creatine kinase
EC:2.7.3.3	Arginine kinase
EC:2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase
EC:2.7.4.1	Polyphosphate kinase
EC:2.7.4.10	Nucleoside-triphosphate--adenylate kinase
EC:2.7.4.14	UMP/CMP kinase
EC:2.7.4.16	Thiamine-phosphate kinase
EC:2.7.4.2	Phosphomevalonate kinase
EC:2.7.4.22	UMP kinase
EC:2.7.4.23	Ribose 1,5-bisphosphate phosphokinase
EC:2.7.4.24	Diphosphoinositol-pentakisphosphate kinase
EC:2.7.4.26	Isopentenyl phosphate kinase
EC:2.7.4.3	Adenylate kinase
EC:2.7.4.6	Nucleoside-diphosphate kinase
EC:2.7.4.7	Phosphomethylpyrimidine kinase
EC:2.7.4.8	Guanylate kinase
EC:2.7.4.9	dTMP kinase
EC:2.7.6.1	Ribose-phosphate diphosphokinase
EC:2.7.6.2	Thiamine diphosphokinase
EC:2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
EC:2.7.6.5	GTP diphosphokinase
EC:2.7.7.1	Nicotinamide-nucleotide adenylyltransferase
EC:2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase
EC:2.7.7.13	Mannose-1-phosphate guanylyltransferase
EC:2.7.7.14	Ethanolamine-phosphate cytidylyltransferase
EC:2.7.7.15	Choline-phosphate cytidylyltransferase
EC:2.7.7.18	Nicotinate-nucleotide adenylyltransferase
EC:2.7.7.19	Polynucleotide adenylyltransferase
EC:2.7.7.2	FAD synthetase
EC:2.7.7.23	UDP-N-acetylglucosamine diphosphorylase
EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase
EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase
EC:2.7.7.3	Pantetheine-phosphate adenylyltransferase
EC:2.7.7.30	Fucose-1-phosphate guanylyltransferase
EC:2.7.7.33	Glucose-1-phosphate cytidylyltransferase
EC:2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.39	Glycerol-3-phosphate cytidylyltransferase
EC:2.7.7.4	Sulfate adenylyltransferase
EC:2.7.7.41	Phosphatidate cytidylyltransferase
EC:2.7.7.42	[Glutamate--ammonia-ligase] adenylyltransferase
EC:2.7.7.43	N-acylneuraminate cytidylyltransferase
EC:2.7.7.46	Gentamicin 2''-nucleotidyltransferase
EC:2.7.7.47	Streptomycin 3''-adenylyltransferase
EC:2.7.7.48	 ;  Q06996, L_SENDF    
EC:2.7.7.49	RNA-directed DNA polymerase
EC:2.7.7.50	mRNA guanylyltransferase
EC:2.7.7.52	RNA uridylyltransferase
EC:2.7.7.53	ATP adenylyltransferase
EC:2.7.7.56	tRNA nucleotidyltransferase
EC:2.7.7.58	(2,3-dihydroxybenzoyl)adenylate synthase
EC:2.7.7.59	[Protein-PII] uridylyltransferase
EC:2.7.7.6	DNA-directed RNA polymerase
EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EC:2.7.7.61	Citrate lyase holo-[acyl-carrier protein] synthase
EC:2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase
EC:2.7.7.63	Lipoate--protein ligase
EC:2.7.7.64	UTP-monosaccharide-1-phosphate uridylyltransferase
EC:2.7.7.65	Diguanylate cyclase
EC:2.7.7.66	Malonate decarboxylase holo-[acyl-carrier protein] synthase
EC:2.7.7.67	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase
EC:2.7.7.68	2-phospho-L-lactate guanylyltransferase
EC:2.7.7.69	GDP-L-galactose phosphorylase
EC:2.7.7.7	DNA-directed DNA polymerase
EC:2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
EC:2.7.7.71	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
EC:2.7.7.72	CCA tRNA nucleotidyltransferase
EC:2.7.7.73	Sulfur carrier protein ThiS adenylyltransferase
EC:2.7.7.74	1L-myo-inositol 1-phosphate cytidylyltransferase
EC:2.7.7.75	Molybdopterin adenylyltransferase
EC:2.7.7.76	Molybdenum cofactor cytidylyltransferase
EC:2.7.7.77	Molybdenum cofactor guanylyltransferase
EC:2.7.7.78	GDP-D-glucose phosphorylase
EC:2.7.7.79	tRNA(His) guanylyltransferase
EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase
EC:2.7.7.81	Pseudaminic acid cytidylyltransferase
EC:2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase
EC:2.7.7.83	UDP-N-acetylgalactosamine diphosphorylase
EC:2.7.7.85	Diadenylate cyclase
EC:2.7.7.87	L-threonylcarbamoyladenylate synthase
EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
EC:2.7.8.1	Ethanolaminephosphotransferase
EC:2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
EC:2.7.8.12	CDP-glycerol glycerophosphotransferase
EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EC:2.7.8.14	CDP-ribitol ribitolphosphotransferase
EC:2.7.8.15	N-acetylglucosaminephosphotransferase
EC:2.7.8.17	N-acetylglucosaminephosphotransferase
EC:2.7.8.20	Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase
EC:2.7.8.24	Phosphatidylcholine synthase
EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase
EC:2.7.8.27	Sphingomyelin synthase
EC:2.7.8.28	2-phospho-L-lactate transferase
EC:2.7.8.29	L-serine-phosphatidylethanolamine phosphatidyltransferase
EC:2.7.8.31	Undecaprenyl-phosphate glucose phosphotransferase
EC:2.7.8.33	N-acetylglucosaminephosphotransferase
EC:2.7.8.34	CDP-L-myo-inositol myo-inositolphosphotransferase
EC:2.7.8.36	transferase
EC:2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
EC:2.7.8.38	Archaetidylserine synthase
EC:2.7.8.39	Archaetidylinositol phosphate synthase
EC:2.7.8.41	Cardiolipin synthase (CMP-forming)
EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EC:2.7.8.6	Undecaprenyl-phosphate galactose phosphotransferase
EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase
EC:2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase
EC:2.7.9.1	Pyruvate, phosphate dikinase
EC:2.7.9.2	Pyruvate, water dikinase
EC:2.7.9.3	Selenide, water dikinase
